SL. NO,DEPOT,DATE,EMP_ID,VEH_NO,TYPE,SER_NO,KMS,ENGS,D/N_OUT,SCHS.,LONG TYPE,ROUTE,HOURS,DOUBLE_DUTY
205,MAHABOOBABAD,05-09-2023,235745,AP29Z1741,OR,WL13,300,15484,D,1,PALLEVELUGU,WL/KSDM,8,0
206,MAHABOOBABAD,08-09-2023,235745,AP36Z0031,OR,CHG1,300,8488,D,1,PALLEVELUGU,WL/KSDM,8,0
207,MAHABOOBABAD,12-09-2023,235745,AP36Z0031,OR,CHG1,230,5194,D,1,PALLEVELUGU,WL/KSDM,8,0
208,MAHABOOBABAD,15-09-2023,235745,AP36Z0163,OR,ASP5,348,12554,D,1,PALLEVELUGU,SRPT/TNC,8,0
209,MAHABOOBABAD,22-09-2023,235745,AP36Z0011,OR,KLD2,340,6034,D,1,PALLEVELUGU,KLD/WGL,8,0
210,MAHABOOBABAD,29-09-2023,235745,AP36Z0140,OR,GPR1,300,12346,D,1,PALLEVELUGU,WL/KSDM,8,0
211,MAHABOOBABAD,03-10-2023,235745,AP29Z1741,OR,WL13,300,14594,D,1,PALLEVELUGU,WL/KSDM,8,0
212,MAHABOOBABAD,10-10-2023,235745,AP29Z1741,OR,WL13,300,11462,D,1,PALLEVELUGU,WL/KSDM,8,0
213,MAHABOOBABAD,17-10-2023,235745,AP36Z0258,OR,9017,446,13368,D,0,PALLEVELUGU,EXTRA,8,0
214,MAHABOOBABAD,27-10-2023,235745,AP36Z0182,EX,9518,200,18000,D,0,EXPRESS,EXTRA,8,0
215,MAHABOOBABAD,29-10-2023,235745,AP36Z0011,OR,9018,464,13972,D,0,PALLEVELUGU,EXTRA,8,0
216,MAHABOOBABAD,07-11-2023,235745,AP36Z0031,OR,CHG1,300,6450,D,1,PALLEVELUGU,WL/KSDM,8,0
217,MAHABOOBABAD,10-11-2023,235745,AP36Z0194,OR,9019,522,21412,D,0,PALLEVELUGU,EXTRA,8,0
218,MAHABOOBABAD,12-11-2023,235745,AP36Z0246,OR,9001,256,7006,D,0,PALLEVELUGU,EXTRA,8,0
219,MAHABOOBABAD,14-11-2023,235745,TS26Z0018,OR,CHG1,300,7626,D,1,PALLEVELUGU,WL/KSDM,8,0
220,MAHABOOBABAD,21-11-2023,235745,AP29Z1741,OR,WL13,300,12604,D,1,PALLEVELUGU,WL/KSDM,8,0
221,MAHABOOBABAD,24-11-2023,235745,AP36Z0176,EX,9014,330,73402,D,0,EXPRESS,EXTRA,8,0
222,MAHABOOBABAD,28-11-2023,235745,AP36Z0159,OR,WK01,430,16262,D,1,PALLEVELUGU,WLKRPL,8,0
223,MAHABOOBABAD,01-12-2023,235745,AP29Z1741,OR,9009,250,54670,D,0,PALLEVELUGU,EXTRA,8,0
224,MAHABOOBABAD,03-12-2023,235745,AP36Z0150,OR,9028,380,13836,D,0,PALLEVELUGU,EXTRA,8,0
225,MAHABOOBABAD,19-12-2023,235745,TS26Z0022,OR,BDB3,376,15078,D,1,PALLEVELUGU,MHB-VSPL,8,0
226,MAHABOOBABAD,24-12-2023,235745,AP36Z0190,OR,9015,436,26986,D,0,PALLEVELUGU,EXTRA,8,0
227,MAHABOOBABAD,11-01-2024,235745,AP36Z0246,EX,9016,522,30158,D,0,EXPRESS,EXTRA,8,0
228,MAHABOOBABAD,22-01-2024,235745,AP29Z2370,EX,9016,540,23022,D,0,EXPRESS,EXTRA,8,0
229,MAHABOOBABAD,24-01-2024,235745,AP36Z0150,EX,9017,560,28698,D,0,EXPRESS,EXTRA,8,0
230,MAHABOOBABAD,28-01-2024,235745,AP36Z0194,OR,9001,266,13460,D,0,PALLEVELUGU,EXTRA,8,0
231,MAHABOOBABAD,01-02-2024,235745,TS26Z0035,EX,9502,480,38430,D,0,EXPRESS,EXTRA,8,0
232,MAHABOOBABAD,16-02-2024,235745,TS04Z0319,EX,9501,480,38112,D,0,EXPRESS,EXTRA,8,0
233,MAHABOOBABAD,28-02-2024,235745,TS26Z0032,OR,9029,526,19666,D,0,PALLEVELUGU,EXTRA,8,0
234,MAHABOOBABAD,04-03-2024,235745,AP36Z0182,OR,ASP2,348,26790,D,1,PALLEVELUGU,SRPT/TNC,8,0
235,MAHABOOBABAD,05-03-2024,235745,AP36Z0184,OR,BDB2,350,13640,D,1,PALLEVELUGU,MH-NRSPT,8,0
236,MAHABOOBABAD,13-03-2024,235745,AP36Z0216,OR,VWD1,432,17576,D,1,PALLEVELUGU,YLD-VWDA,8,0
237,MAHABOOBABAD,19-03-2024,235745,AP03Z5028,OR,9017,400,19280,D,0,PALLEVELUGU,EXTRA,8,0
238,MAHABOOBABAD,26-03-2024,235745,AP36Z0143,OR,YS01,348,21186,D,1,PALLEVELUGU,SRPT/TNC,8,0
239,MAHABOOBABAD,27-03-2024,235745,AP36Z0165,OR,BPT1,300,22170,D,1,PALLEVELUGU,WL/KSDM,8,0
240,MAHABOOBABAD,18-02-2024,273326,AP36Z0165,OR,9005,176,9770,D,0,PALLEVELUGU,EXTRA,8,0
241,MAHABOOBABAD,18-04-2023,301288,AP29Z2172,OR,TS07,330,7284,D,1,PALLEVELUGU,MHB-GPUR,8,0
242,MAHABOOBABAD,19-04-2023,301288,AP36Z0149,OR,ASP3,348,9268,D,1,PALLEVELUGU,SRPT/TNC,8,0
243,MAHABOOBABAD,20-04-2023,301288,AP36Z0149,OR,YS01,348,11986,D,1,PALLEVELUGU,SRPT/TNC,8,0
244,MAHABOOBABAD,02-04-2023,342844,AP36Z0182,OR,ASP2,348,9392,D,1,PALLEVELUGU,SRPT/TNC,8,0
245,MAHABOOBABAD,03-04-2023,342844,AP36Z0184,OR,BDB2,410,9788,D,1,PALLEVELUGU,MH-NRSPT,8,0
246,MAHABOOBABAD,05-04-2023,342844,AP36Z0182,OR,ASP2,348,7994,D,1,PALLEVELUGU,SRPT/TNC,8,0
247,MAHABOOBABAD,06-04-2023,342844,AP36Z0259,OR,BDB2,536,16286,D,1,PALLEVELUGU,MH-NRSPT,8,0
248,MAHABOOBABAD,09-04-2023,342844,AP36Z0182,OR,ASP2,348,11172,D,1,PALLEVELUGU,SRPT/TNC,8,0
249,MAHABOOBABAD,10-04-2023,342844,AP36Z0140,OR,BDB2,406,9292,D,1,PALLEVELUGU,MH-NRSPT,8,0
250,MAHABOOBABAD,12-04-2023,342844,AP36Z0182,OR,ASP2,348,8960,D,1,PALLEVELUGU,SRPT/TNC,8,0
251,MAHABOOBABAD,13-04-2023,342844,AP36Z0259,OR,BDB2,546,11394,D,1,PALLEVELUGU,MH-NRSPT,8,0
252,MAHABOOBABAD,16-04-2023,342844,AP36Z0182,OR,ASP2,348,11142,D,1,PALLEVELUGU,SRPT/TNC,8,0
253,MAHABOOBABAD,17-04-2023,342844,AP36Z0259,OR,BDB2,546,16136,D,1,PALLEVELUGU,MH-NRSPT,8,0
254,MAHABOOBABAD,19-04-2023,342844,AP36Z0182,OR,ASP2,348,6882,D,1,PALLEVELUGU,SRPT/TNC,8,0
255,MAHABOOBABAD,20-04-2023,342844,AP36Z0194,OR,BDB3,396,9290,D,1,PALLEVELUGU,MHB-VSPL,8,0
256,MAHABOOBABAD,23-04-2023,342844,AP36Z0182,OR,ASP2,348,12114,D,1,PALLEVELUGU,SRPT/TNC,8,0
257,MAHABOOBABAD,24-04-2023,342844,AP36Z0184,OR,BDB2,546,18476,D,1,PALLEVELUGU,MH-NRSPT,8,0
258,MAHABOOBABAD,27-04-2023,342844,AP29Z1962,OR,NP04,420,17446,D,1,PALLEVELUGU,MHBD-KMM,8,0
259,MAHABOOBABAD,30-04-2023,342844,AP36Z0182,OR,ASP2,348,13492,D,1,PALLEVELUGU,SRPT/TNC,8,0
260,MAHABOOBABAD,01-05-2023,342844,AP29Z1962,OR,NP04,420,16188,D,1,PALLEVELUGU,MHBD-KMM,8,0
261,MAHABOOBABAD,04-05-2023,342844,AP36Z0018,OR,KM05,420,16260,D,1,PALLEVELUGU,MHBD-KMM,8,0
262,MAHABOOBABAD,07-05-2023,342844,AP36Z0182,OR,ASP2,348,15750,D,1,PALLEVELUGU,SRPT/TNC,8,0
263,MAHABOOBABAD,08-05-2023,342844,AP29Z2401,OR,NP03,400,18516,D,1,PALLEVELUGU,MHB-NSPT,8,0
264,MAHABOOBABAD,14-05-2023,342844,AP36Z0216,OR,9015,140,3122,D,1,PALLEVELUGU,EXTRA,8,0
265,MAHABOOBABAD,14-05-2023,342844,AP36Z0216,OR,9511,160,14400,D,1,PALLEVELUGU,HIRE SPL,8,0
266,MAHABOOBABAD,16-05-2023,342844,AP36Z0182,OR,9025,420,12784,D,1,PALLEVELUGU,EXTRA,8,0
267,MAHABOOBABAD,18-05-2023,342844,AP36Z0163,OR,NP03,400,16464,D,1,PALLEVELUGU,MHBD-KMM,8,0
268,MAHABOOBABAD,21-05-2023,342844,AP36Z0182,OR,ASP2,348,13448,D,1,PALLEVELUGU,SRPT/TNC,8,0
269,MAHABOOBABAD,22-05-2023,342844,AP36Z0163,OR,NP03,366,19574,D,1,PALLEVELUGU,MHBD-KMM,8,0
270,MAHABOOBABAD,25-05-2023,342844,AP36Z0163,OR,NP03,400,20972,D,1,PALLEVELUGU,MHBD-KMM,8,0
271,MAHABOOBABAD,28-05-2023,342844,AP36Z0182,OR,ASP2,348,15328,D,1,PALLEVELUGU,SRPT/TNC,8,0
272,MAHABOOBABAD,29-05-2023,342844,AP36Z0140,OR,NP03,400,20180,D,1,PALLEVELUGU,MHBD-KMM,8,0
273,MAHABOOBABAD,01-06-2023,342844,AP36Z0163,OR,NP03,400,24440,D,1,PALLEVELUGU,MHBD-KMM,8,0
274,MAHABOOBABAD,04-06-2023,342844,AP36Z0182,OR,ASP2,348,15488,D,1,PALLEVELUGU,SRPT/TNC,8,0
275,MAHABOOBABAD,05-06-2023,342844,AP36Z0163,OR,NP03,400,20980,D,1,PALLEVELUGU,MHBD-KMM,8,0
276,MAHABOOBABAD,07-06-2023,342844,AP36Z0182,OR,ASP2,348,13768,D,1,PALLEVELUGU,SRPT/TNC,8,0
277,MAHABOOBABAD,08-06-2023,342844,AP36Z0163,OR,NP03,400,20358,D,1,PALLEVELUGU,MHBD-KMM,8,0
278,MAHABOOBABAD,11-06-2023,342844,AP36Z0163,OR,ASP2,348,13264,D,1,PALLEVELUGU,SRPT/TNC,8,0
279,MAHABOOBABAD,12-06-2023,342844,AP29Z1962,OR,NP04,400,22082,D,1,PALLEVELUGU,MHBD-KMM,8,0
280,MAHABOOBABAD,14-06-2023,342844,AP36Z0182,OR,ASP2,348,13982,D,1,PALLEVELUGU,SRPT/TNC,8,0
281,MAHABOOBABAD,15-06-2023,342844,AP29Z1962,OR,NP04,400,17272,D,1,PALLEVELUGU,MHBD-KMM,8,0
282,MAHABOOBABAD,19-06-2023,342844,AP29Z1962,OR,NP04,400,18346,D,1,PALLEVELUGU,MHBD-KMM,8,0
283,MAHABOOBABAD,21-06-2023,342844,AP36Z0182,OR,ASP2,348,10776,D,1,PALLEVELUGU,SRPT/TNC,8,0
284,MAHABOOBABAD,22-06-2023,342844,AP29Z1962,OR,NP04,400,16088,D,1,PALLEVELUGU,MHBD-KMM,8,0
285,MAHABOOBABAD,25-06-2023,342844,AP36Z0182,OR,ASP2,348,13156,D,1,PALLEVELUGU,SRPT/TNC,8,0
286,MAHABOOBABAD,26-06-2023,342844,AP29Z1962,OR,NP04,400,12410,D,1,PALLEVELUGU,MHBD-KMM,8,0
287,MAHABOOBABAD,28-06-2023,342844,AP36Z0182,OR,ASP2,348,11488,D,1,PALLEVELUGU,SRPT/TNC,8,0
288,MAHABOOBABAD,29-06-2023,342844,AP03Z5028,OR,GN01,300,9068,D,1,PALLEVELUGU,WL/KSDM,8,0
289,MAHABOOBABAD,30-06-2023,342844,AP36Z0258,EX,9525,280,17500,D,1,EXPRESS,EXTRA,8,0
290,MAHABOOBABAD,02-07-2023,342844,AP36Z0182,OR,ASP2,348,9888,D,1,PALLEVELUGU,SRPT/TNC,8,0
291,MAHABOOBABAD,03-07-2023,342844,AP29Z1962,OR,NP04,400,14802,D,1,PALLEVELUGU,MHBD-KMM,8,0
292,MAHABOOBABAD,05-07-2023,342844,AP36Z0182,OR,ASP2,348,10232,D,1,PALLEVELUGU,SRPT/TNC,8,0
293,MAHABOOBABAD,06-07-2023,342844,AP29Z1962,OR,NP04,400,15164,D,1,PALLEVELUGU,MHBD-KMM,8,0
294,MAHABOOBABAD,09-07-2023,342844,AP36Z0182,OR,ASP2,348,14200,D,1,PALLEVELUGU,SRPT/TNC,8,0
295,MAHABOOBABAD,10-07-2023,342844,AP36Z0184,OR,BDB2,452,13128,D,1,PALLEVELUGU,MH-NRSPT,8,0
296,MAHABOOBABAD,12-07-2023,342844,AP36Z0182,OR,ASP2,348,6754,D,1,PALLEVELUGU,SRPT/TNC,8,0
297,MAHABOOBABAD,13-07-2023,342844,AP36Z0184,OR,BDB2,410,11882,D,1,PALLEVELUGU,MH-NRSPT,8,0
298,MAHABOOBABAD,17-07-2023,342844,AP36Z0184,OR,9001,242,6922,D,0,PALLEVELUGU,EXTRA,8,0
299,MAHABOOBABAD,18-07-2023,342844,AP29Z1741,OR,WL13,300,8802,D,1,PALLEVELUGU,WL/KSDM,8,0
300,MAHABOOBABAD,19-07-2023,342844,AP36Z0182,OR,ASP2,348,12364,D,1,PALLEVELUGU,SRPT/TNC,8,0
301,MAHABOOBABAD,20-07-2023,342844,AP03Z5028,OR,GN01,300,9040,D,1,PALLEVELUGU,WL/KSDM,8,0
302,MAHABOOBABAD,23-07-2023,342844,AP36Z0182,OR,ASP2,348,13000,D,1,PALLEVELUGU,SRPT/TNC,8,0
303,MAHABOOBABAD,24-07-2023,342844,AP29Z1962,OR,NP04,400,16136,D,1,PALLEVELUGU,MHBD-KMM,8,0
304,MAHABOOBABAD,26-07-2023,342844,AP36Z0182,OR,ASP2,348,11590,D,1,PALLEVELUGU,SRPT/TNC,8,0
305,MAHABOOBABAD,27-07-2023,342844,AP29Z3153,OR,KM15,120,3038,D,1,PALLEVELUGU,MHBD-KMM,8,0
306,MAHABOOBABAD,30-07-2023,342844,AP36Z0182,OR,ASP2,348,17600,D,1,PALLEVELUGU,SRPT/TNC,8,0
307,MAHABOOBABAD,31-07-2023,342844,AP29Z1962,OR,NP04,400,15762,D,1,PALLEVELUGU,MHBD-KMM,8,0
308,MAHABOOBABAD,02-08-2023,342844,AP36Z0182,OR,ASP2,348,10166,D,1,PALLEVELUGU,SRPT/TNC,8,0
309,MAHABOOBABAD,03-08-2023,342844,AP29Z1962,OR,NP04,400,17608,D,1,PALLEVELUGU,MHBD-KMM,8,0
310,MAHABOOBABAD,06-08-2023,342844,AP36Z0182,OR,ASP2,348,12000,D,1,PALLEVELUGU,SRPT/TNC,8,0
311,MAHABOOBABAD,07-08-2023,342844,AP29Z3153,OR,KM15,360,4540,D,1,PALLEVELUGU,MHBD-KMM,8,0
312,MAHABOOBABAD,09-08-2023,342844,AP36Z0182,OR,ASP2,348,11516,D,1,PALLEVELUGU,SRPT/TNC,8,0
313,MAHABOOBABAD,10-08-2023,342844,AP29Z1962,OR,NP04,400,16656,D,1,PALLEVELUGU,MHBD-KMM,8,0
314,MAHABOOBABAD,13-08-2023,342844,AP36Z0182,OR,ASP2,348,11460,D,1,PALLEVELUGU,SRPT/TNC,8,0
315,MAHABOOBABAD,14-08-2023,342844,AP29Z1962,OR,NP04,400,13246,D,1,PALLEVELUGU,MHBD-KMM,8,0
316,MAHABOOBABAD,16-08-2023,342844,AP36Z0182,OR,ASP2,348,9018,D,1,PALLEVELUGU,SRPT/TNC,8,0
317,MAHABOOBABAD,17-08-2023,342844,AP29Z1962,OR,NP04,400,12490,D,1,PALLEVELUGU,MHBD-KMM,8,0
318,MAHABOOBABAD,20-08-2023,342844,AP36Z0182,OR,ASP2,348,13752,D,1,PALLEVELUGU,SRPT/TNC,8,0
319,MAHABOOBABAD,21-08-2023,342844,AP29Z1962,OR,NP04,400,13852,D,1,PALLEVELUGU,MHBD-KMM,8,0
320,MAHABOOBABAD,24-08-2023,342844,AP36Z0176,OR,VWD1,400,8810,D,1,PALLEVELUGU,YLD-VWDA,8,0
321,MAHABOOBABAD,27-08-2023,342844,AP36Z0182,OR,ASP2,348,17182,D,1,PALLEVELUGU,SRPT/TNC,8,0
322,MAHABOOBABAD,28-08-2023,342844,AP29Z1962,OR,NP04,400,13338,D,1,PALLEVELUGU,MHBD-KMM,8,0
323,MAHABOOBABAD,30-08-2023,342844,AP36Z0182,OR,ASP2,348,16188,D,1,PALLEVELUGU,SRPT/TNC,8,0
324,MAHABOOBABAD,31-08-2023,342844,AP36Z0031,OR,KM15,400,25950,D,1,PALLEVELUGU,MHBD-KMM,8,0
325,MAHABOOBABAD,03-09-2023,342844,AP36Z0182,OR,ASP2,348,12868,D,1,PALLEVELUGU,SRPT/TNC,8,0
326,MAHABOOBABAD,04-09-2023,342844,AP29Z1962,OR,NP04,400,14740,D,1,PALLEVELUGU,MHBD-KMM,8,0
327,MAHABOOBABAD,07-09-2023,342844,AP29Z2401,OR,9015,400,10060,D,0,PALLEVELUGU,EXTRA,8,0
328,MAHABOOBABAD,10-09-2023,342844,AP36Z0182,OR,ASP2,348,12220,D,1,PALLEVELUGU,SRPT/TNC,8,0
329,MAHABOOBABAD,13-09-2023,342844,AP36Z0140,OR,ASP2,348,8992,D,1,PALLEVELUGU,SRPT/TNC,8,0
330,MAHABOOBABAD,14-09-2023,342844,AP29Z2370,OR,KM05,400,9724,D,1,PALLEVELUGU,MHBD-KMM,8,0
331,MAHABOOBABAD,17-09-2023,342844,AP36Z0182,OR,ASP2,348,13430,D,1,PALLEVELUGU,SRPT/TNC,8,0
332,MAHABOOBABAD,19-09-2023,342844,AP29Z2401,OR,9015,400,12196,D,0,PALLEVELUGU,EXTRA,8,0
333,MAHABOOBABAD,21-09-2023,342844,AP29Z2401,OR,9015,405,12706,D,0,PALLEVELUGU,EXTRA,8,0
334,MAHABOOBABAD,24-09-2023,342844,AP36Z0182,OR,ASP2,348,10622,D,1,PALLEVELUGU,SRPT/TNC,8,0
335,MAHABOOBABAD,26-09-2023,342844,AP36Z0182,OR,ASP2,348,7174,D,1,PALLEVELUGU,SRPT/TNC,8,0
336,MAHABOOBABAD,27-09-2023,342844,AP36Z0140,OR,ASP2,348,8172,D,1,PALLEVELUGU,SRPT/TNC,8,0
337,MAHABOOBABAD,01-10-2023,342844,AP36Z0182,OR,ASP2,348,14132,D,1,PALLEVELUGU,SRPT/TNC,8,0
338,MAHABOOBABAD,02-10-2023,342844,AP36Z0190,OR,9004,176,8014,D,0,PALLEVELUGU,EXTRA,8,0
339,MAHABOOBABAD,03-10-2023,342844,AP36Z0182,OR,ASP2,348,8100,D,1,PALLEVELUGU,SRPT/TNC,8,0
340,MAHABOOBABAD,04-10-2023,342844,AP36Z0176,OR,VWD1,472,19008,D,1,PALLEVELUGU,YLD-VWDA,8,0
341,MAHABOOBABAD,08-10-2023,342844,AP36Z0182,OR,ASP2,348,11770,D,1,PALLEVELUGU,SRPT/TNC,8,0
342,MAHABOOBABAD,10-10-2023,342844,AP29Z1962,OR,NP04,400,13190,D,1,PALLEVELUGU,MHBD-KMM,8,0
343,MAHABOOBABAD,12-10-2023,342844,AP36Z0246,EX,9016,378,9768,D,0,EXPRESS,EXTRA,8,0
344,MAHABOOBABAD,15-10-2023,342844,AP36Z0182,OR,ASP2,348,11040,D,1,PALLEVELUGU,SRPT/TNC,8,0
345,MAHABOOBABAD,16-10-2023,342844,AP36Z0041,OR,VTL1,406,12200,D,1,PALLEVELUGU,VTDPL,8,0
346,MAHABOOBABAD,18-10-2023,342844,AP36Z0182,OR,ASP2,348,11132,D,1,PALLEVELUGU,SRPT/TNC,8,0
347,MAHABOOBABAD,19-10-2023,342844,AP36Z0159,OR,9015,522,22402,D,0,PALLEVELUGU,EXTRA,8,0
348,MAHABOOBABAD,22-10-2023,342844,AP29Z2401,OR,ASP2,348,12502,D,1,PALLEVELUGU,SRPT/TNC,8,0
349,MAHABOOBABAD,23-10-2023,342844,AP36Z0190,OR,9015,376,13312,D,0,PALLEVELUGU,EXTRA,8,0
350,MAHABOOBABAD,25-10-2023,342844,AP36Z0182,OR,ASP2,348,17422,D,1,PALLEVELUGU,SRPT/TNC,8,0
351,MAHABOOBABAD,26-10-2023,342844,AP36Z0159,OR,9015,522,17718,D,0,PALLEVELUGU,EXTRA,8,0
352,MAHABOOBABAD,29-10-2023,342844,AP36Z0182,OR,ASP2,348,10876,D,1,PALLEVELUGU,SRPT/TNC,8,0
353,MAHABOOBABAD,30-10-2023,342844,AP36Z0190,EX,9016,446,19658,D,0,EXPRESS,EXTRA,8,0
354,MAHABOOBABAD,01-11-2023,342844,AP36Z0182,OR,ASP2,348,12588,D,1,PALLEVELUGU,SRPT/TNC,8,0
355,MAHABOOBABAD,02-11-2023,342844,AP36Z0184,OR,WK01,430,15610,D,1,PALLEVELUGU,WLKRPL,8,0
356,MAHABOOBABAD,05-11-2023,342844,AP36Z0182,OR,ASP2,348,13092,D,1,PALLEVELUGU,SRPT/TNC,8,0
357,MAHABOOBABAD,06-11-2023,342844,AP36Z0041,OR,VTL1,330,9456,D,1,PALLEVELUGU,VTDPL,8,0
358,MAHABOOBABAD,08-11-2023,342844,AP36Z0182,OR,ASP2,348,9268,D,1,PALLEVELUGU,SRPT/TNC,8,0
359,MAHABOOBABAD,09-11-2023,342844,AP36Z0194,OR,9015,522,14332,D,0,PALLEVELUGU,EXTRA,8,0
360,MAHABOOBABAD,12-11-2023,342844,AP36Z0182,OR,ASP2,348,14410,D,1,PALLEVELUGU,SRPT/TNC,8,0
361,MAHABOOBABAD,13-11-2023,342844,AP36Z0159,OR,WK01,430,12312,D,1,PALLEVELUGU,WLKRPL,8,0
362,MAHABOOBABAD,15-11-2023,342844,AP36Z0182,OR,ASP2,348,10470,D,1,PALLEVELUGU,SRPT/TNC,8,0
363,MAHABOOBABAD,16-11-2023,342844,AP29Z2401,OR,BDB3,396,10846,D,1,PALLEVELUGU,MHB-VSPL,8,0
364,MAHABOOBABAD,19-11-2023,342844,AP36Z0182,OR,ASP2,348,11838,D,1,PALLEVELUGU,SRPT/TNC,8,0
365,MAHABOOBABAD,20-11-2023,342844,AP36Z0216,OR,BDB3,396,9354,D,1,PALLEVELUGU,MHB-VSPL,8,0
366,MAHABOOBABAD,22-11-2023,342844,AP36Z0182,OR,ASP2,348,10058,D,1,PALLEVELUGU,SRPT/TNC,8,0
367,MAHABOOBABAD,23-11-2023,342844,AP29Z3153,OR,KM15,400,13618,D,1,PALLEVELUGU,MHBD-KMM,8,0
368,MAHABOOBABAD,26-11-2023,342844,AP36Z0182,OR,ASP2,348,14116,D,1,PALLEVELUGU,SRPT/TNC,8,0
369,MAHABOOBABAD,27-11-2023,342844,AP36Z0184,EX,9015,540,11666,D,0,EXPRESS,EXTRA,8,0
370,MAHABOOBABAD,29-11-2023,342844,AP36Z0216,OR,ASP2,348,21130,D,1,PALLEVELUGU,SRPT/TNC,8,0
371,MAHABOOBABAD,01-12-2023,342844,AP36Z0031,OR,CHG1,300,12390,D,1,PALLEVELUGU,WL/KSDM,8,0
372,MAHABOOBABAD,03-12-2023,342844,AP29Z1741,OR,ASP2,348,12992,D,1,PALLEVELUGU,SRPT/TNC,8,0
373,MAHABOOBABAD,04-12-2023,342844,AP36Z0190,EX,9016,522,19926,D,0,EXPRESS,EXTRA,8,0
374,MAHABOOBABAD,06-12-2023,342844,AP36Z0182,OR,ASP2,348,14236,D,1,PALLEVELUGU,SRPT/TNC,8,0
375,MAHABOOBABAD,07-12-2023,342844,AP36Z0184,OR,9015,522,23380,D,0,PALLEVELUGU,EXTRA,8,0
376,MAHABOOBABAD,10-12-2023,342844,AP36Z0182,OR,ASP2,348,6466,D,1,PALLEVELUGU,SRPT/TNC,8,0
377,MAHABOOBABAD,11-12-2023,342844,AP29Z3153,OR,KM15,400,13110,D,1,PALLEVELUGU,MHBD-KMM,8,0
378,MAHABOOBABAD,13-12-2023,342844,AP36Z0182,OR,ASP2,348,5666,D,1,PALLEVELUGU,SRPT/TNC,8,0
379,MAHABOOBABAD,14-12-2023,342844,AP36Z0184,OR,9015,540,17076,D,0,PALLEVELUGU,EXTRA,8,0
380,MAHABOOBABAD,17-12-2023,342844,AP36Z0182,OR,ASP2,348,21436,D,1,PALLEVELUGU,SRPT/TNC,8,0
381,MAHABOOBABAD,18-12-2023,342844,AP29Z2401,OR,VTL1,406,22412,D,1,PALLEVELUGU,VTDPL,8,0
382,MAHABOOBABAD,24-12-2023,342844,AP36Z0182,OR,ASP2,348,20578,D,1,PALLEVELUGU,SRPT/TNC,8,0
383,MAHABOOBABAD,25-12-2023,342844,AP29Z2081,OR,NP03,400,25016,D,1,PALLEVELUGU,MHBD-KMM,8,0
384,MAHABOOBABAD,27-12-2023,342844,AP36Z0182,OR,ASP2,348,15892,D,1,PALLEVELUGU,SRPT/TNC,8,0
385,MAHABOOBABAD,28-12-2023,342844,AP36Z0194,EX,9016,530,22178,D,0,EXPRESS,EXTRA,8,0
386,MAHABOOBABAD,31-12-2023,342844,AP36Z0182,EX,9017,436,25462,D,0,EXPRESS,EXTRA,8,0
387,MAHABOOBABAD,02-01-2024,342844,AP36Z0194,OR,9015,526,23622,D,0,PALLEVELUGU,EXTRA,8,0
388,MAHABOOBABAD,07-01-2024,342844,AP36Z0182,OR,ASP2,348,16370,D,1,PALLEVELUGU,SRPT/TNC,8,0
389,MAHABOOBABAD,08-01-2024,342844,AP29Z1741,OR,WL13,300,12242,D,1,PALLEVELUGU,WL/KSDM,8,0
390,MAHABOOBABAD,10-01-2024,342844,AP36Z0182,OR,ASP2,348,13594,D,1,PALLEVELUGU,SRPT/TNC,8,0
391,MAHABOOBABAD,11-01-2024,342844,AP36Z0194,OR,9015,546,25552,D,0,PALLEVELUGU,EXTRA,8,0
392,MAHABOOBABAD,17-01-2024,342844,AP36Z0182,OR,ASP2,348,22184,D,1,PALLEVELUGU,SRPT/TNC,8,0
393,MAHABOOBABAD,18-01-2024,342844,AP36Z0190,EX,9017,480,22138,D,0,EXPRESS,EXTRA,8,0
394,MAHABOOBABAD,21-01-2024,342844,AP36Z0182,OR,ASP2,348,16828,D,1,PALLEVELUGU,SRPT/TNC,8,0
395,MAHABOOBABAD,22-01-2024,342844,AP36Z0184,OR,9015,530,22146,D,0,PALLEVELUGU,EXTRA,8,0
396,MAHABOOBABAD,24-01-2024,342844,AP36Z0182,OR,ASP2,348,10662,D,1,PALLEVELUGU,SRPT/TNC,8,0
397,MAHABOOBABAD,25-01-2024,342844,AP36Z0182,OR,ASP2,348,24550,D,1,PALLEVELUGU,SRPT/TNC,8,0
398,MAHABOOBABAD,28-01-2024,342844,AP36Z0182,OR,ASP2,348,13768,D,1,PALLEVELUGU,SRPT/TNC,8,0
399,MAHABOOBABAD,29-01-2024,342844,AP36Z0184,OR,9015,530,28876,D,0,PALLEVELUGU,EXTRA,8,0
400,MAHABOOBABAD,31-01-2024,342844,AP36Z0182,OR,ASP2,250,9510,D,1,PALLEVELUGU,SRPT/TNC,8,0
401,MAHABOOBABAD,01-02-2024,342844,AP36Z0184,OR,9015,525,24770,D,0,PALLEVELUGU,EXTRA,8,0
402,MAHABOOBABAD,04-02-2024,342844,AP29Z1741,OR,9002,180,7852,D,0,PALLEVELUGU,EXTRA,8,0
403,MAHABOOBABAD,05-02-2024,342844,AP36Z0159,OR,WK01,430,30648,D,1,PALLEVELUGU,WLKRPL,8,0
404,MAHABOOBABAD,07-02-2024,342844,AP36Z0182,OR,ASP2,348,13498,D,1,PALLEVELUGU,SRPT/TNC,8,0
